left_elbow_angle,right_elbow_angle,left_shoulder_angle,right_shoulder_angle,left_hip_angle,right_hip_angle,left_knee_angle,right_knee_angle,Activity
160.79,206.8,64.04,59.05,355.02,1.85,175.1,174.5,Waving
157.09,202.18,76.1,77.04,354.67,1.86,175.1,173.88,Waving
153.43,204.7,85.79,87.63,354.67,1.77,175.1,173.9,Waving
153.01,204.16,98.89,99.24,354.81,1.72,175.1,173.75,Waving
147.79,209.37,104.33,110.13,354.97,1.83,174.56,174.31,Waving
140.72,227.01,112.92,115.44,355.15,2.0,174.56,173.24,Waving
119.04,231.4,118.17,126.77,355.43,1.79,174.51,173.15,Waving
119.55,237.85,131.64,138.35,355.92,2.14,173.52,172.63,Waving
116.15,235.72,143.84,153.16,356.06,1.63,173.52,173.23,Waving
112.64,233.47,154.21,161.28,356.42,1.33,173.46,173.7,Waving
107.12,245.12,163.3,171.36,357.07,1.17,173.46,173.63,Waving
109.23,249.58,168.01,175.02,357.56,1.22,173.52,172.63,Waving
102.77,245.99,171.86,179.62,357.34,1.24,174.56,172.62,Waving
94.47,257.68,173.22,181.13,357.61,1.09,174.61,172.7,Waving
97.58,258.23,169.83,179.34,357.97,1.12,174.01,173.24,Waving
103.99,250.23,169.83,178.33,357.98,1.34,173.41,172.18,Waving
113.36,235.21,168.24,175.37,357.81,1.34,173.9,172.18,Waving
116.99,233.22,168.97,171.0,357.51,0.77,173.84,172.7,Waving
116.81,231.81,163.33,158.42,356.87,0.75,173.79,172.62,Waving
127.23,225.92,157.11,145.37,356.94,1.1,173.34,172.33,Waving
133.7,218.28,147.52,139.74,356.28,1.66,173.84,171.74,Waving
140.53,220.36,135.18,127.96,356.28,1.98,173.95,171.12,Waving
143.98,216.58,123.03,114.82,355.64,1.97,176.2,171.12,Waving
162.43,213.15,114.61,100.35,355.18,1.72,177.94,171.65,Waving
164.19,205.63,106.75,91.52,354.88,1.89,177.42,171.65,Waving
171.23,198.68,97.97,81.27,354.83,2.1,177.97,171.66,Waving
167.3,190.99,82.66,70.51,354.63,2.22,177.98,171.68,Waving
176.08,190.15,73.41,59.96,354.88,2.06,176.94,172.74,Waving
173.81,184.4,61.85,51.81,354.83,2.07,177.45,172.26,Waving
174.79,189.64,54.68,39.97,355.3,2.55,176.36,171.76,Waving
174.52,186.77,42.93,31.35,355.25,1.96,176.36,172.81,Waving
179.22,183.23,37.41,27.78,355.23,1.8,175.76,172.74,Waving
177.36,181.67,34.37,26.61,355.25,1.8,175.76,172.74,Waving
177.35,184.58,35.91,28.02,355.25,1.79,175.8,173.35,Waving
176.43,185.17,39.11,31.05,354.7,1.85,176.79,173.35,Waving
170.43,194.61,45.23,36.42,355.05,1.87,176.33,173.42,Waving
171.93,203.36,53.17,43.88,355.72,2.55,175.85,171.34,Waving
151.65,208.72,58.51,55.77,355.31,2.29,175.82,171.83,Waving
145.63,212.72,70.4,69.84,354.75,2.29,176.35,171.29,Waving
140.48,215.75,85.09,85.78,354.97,2.26,175.82,172.18,Waving
141.43,211.71,97.22,95.84,354.39,2.23,176.35,172.18,Waving
139.09,224.6,106.1,107.15,355.2,2.46,175.83,171.68,Waving
115.81,240.35,115.19,118.45,355.35,2.37,176.85,172.22,Waving
115.24,238.67,135.6,132.85,355.32,2.21,176.83,172.08,Waving
118.5,235.55,146.29,145.56,355.69,2.02,176.81,172.08,Waving
119.24,229.96,160.86,161.88,356.06,1.49,176.78,172.59,Waving
123.56,234.93,170.73,171.95,356.58,1.14,176.76,172.52,Waving
129.23,241.42,173.02,177.38,357.1,1.54,176.73,172.0,Waving
136.75,245.28,175.92,180.92,357.73,1.42,177.26,171.93,Waving
129.6,234.77,177.27,184.51,357.89,1.46,177.27,171.41,Waving
141.11,231.06,178.89,182.63,358.24,0.9,177.82,171.93,Waving
136.33,230.01,172.61,176.96,358.07,1.08,177.82,171.93,Waving
130.02,226.7,171.05,173.15,357.91,1.08,177.82,171.93,Waving
133.99,217.2,169.53,172.83,357.73,1.07,177.8,172.0,Waving
132.63,222.19,159.99,157.16,357.41,0.82,177.82,172.52,Waving
137.51,221.94,151.67,145.06,356.7,1.15,178.9,172.52,Waving
141.08,215.67,144.03,133.32,356.46,1.28,178.35,172.52,Waving
149.05,214.09,132.13,123.53,356.3,1.82,178.38,171.51,Waving
149.87,210.76,118.46,109.45,355.83,2.11,179.44,171.51,Waving
155.35,205.68,107.69,98.42,355.37,2.1,179.43,171.95,Waving
154.26,197.95,93.84,85.91,355.1,2.3,179.44,172.03,Waving
158.57,190.31,82.76,73.72,354.75,2.74,179.43,170.96,Waving
166.59,187.02,72.25,59.61,354.39,2.43,179.43,171.47,Waving
174.06,181.4,61.59,51.12,354.51,2.49,179.43,171.47,Waving
168.89,186.79,49.41,37.72,354.9,2.57,178.39,171.47,Waving
170.44,186.29,35.19,28.0,355.01,2.36,178.39,172.45,Waving
170.15,184.81,25.06,21.92,355.08,2.58,178.39,171.38,Waving
173.79,179.96,20.45,20.95,355.23,2.18,178.38,172.45,Waving
173.68,184.35,19.46,21.93,355.0,2.14,179.43,172.46,Waving
171.0,186.35,21.82,24.21,355.03,2.1,179.43,172.46,Waving
172.72,193.89,24.67,30.37,355.03,2.35,178.91,172.03,Waving
164.25,194.11,33.21,39.21,355.27,2.36,178.39,172.03,Waving
162.94,199.01,43.77,54.12,355.12,2.81,178.39,171.61,Waving
151.07,195.64,55.82,71.14,355.07,2.85,178.41,171.61,Waving
153.61,197.34,72.57,83.39,355.14,2.97,178.41,171.61,Waving
145.71,206.99,86.05,94.99,355.12,3.19,178.39,171.6,Waving
142.62,206.51,97.3,102.49,355.05,3.12,178.39,171.52,Waving
145.53,221.43,106.4,111.55,355.31,2.83,178.39,171.59,Waving
127.69,239.88,113.62,120.23,355.43,2.63,177.86,171.66,Waving
110.2,240.99,125.85,132.22,355.62,2.28,176.8,171.66,Waving
114.71,246.16,139.09,143.31,355.63,1.73,177.84,172.81,Waving
113.03,243.64,154.56,156.51,355.61,1.08,176.76,173.26,Waving
124.3,242.8,169.05,169.93,356.16,1.14,175.18,171.55,Waving
121.28,246.82,171.65,173.77,356.63,0.78,175.26,173.19,Waving
114.45,239.98,170.38,182.34,357.33,0.99,175.26,172.59,Waving
106.25,247.31,171.29,180.27,357.71,1.69,174.72,172.0,Waving
114.93,237.32,167.35,175.6,357.73,1.62,174.72,172.44,Waving
121.5,231.62,167.0,171.81,357.82,1.79,174.17,173.03,Waving
128.87,229.23,169.57,168.19,357.28,1.62,174.18,172.43,Waving
121.15,225.82,165.26,163.0,356.8,1.62,174.71,172.56,Waving
138.63,215.98,159.48,149.4,356.86,1.77,174.16,172.63,Waving
141.53,212.15,149.9,139.13,356.32,1.7,175.21,173.21,Waving
142.44,215.3,136.85,127.74,356.1,1.85,176.28,173.28,Waving
147.68,214.51,124.74,116.69,355.73,2.29,177.32,173.33,Waving
157.13,210.07,116.66,103.63,355.63,2.07,176.82,173.35,Waving
161.2,202.63,106.23,93.26,354.94,1.87,177.32,173.8,Waving
158.88,195.52,92.37,82.08,355.16,1.89,176.82,173.8,Waving
161.99,191.46,80.5,68.84,354.92,2.11,176.85,173.31,Waving
168.11,185.91,69.31,58.84,354.84,2.03,176.88,173.86,Waving
173.61,188.1,60.08,47.39,354.86,2.08,175.34,173.86,Waving
170.18,190.57,46.28,36.41,354.63,2.37,175.8,172.82,Waving
173.41,187.13,36.51,30.57,354.99,2.41,175.83,172.9,Waving
174.01,184.82,29.62,26.72,354.85,1.98,176.36,173.88,Waving
175.15,185.23,28.57,26.27,354.33,1.51,177.37,174.89,Waving
170.6,187.13,28.04,28.1,354.25,1.27,176.86,175.95,Waving
174.79,192.09,33.84,32.58,354.44,1.47,177.42,174.89,Waving
165.02,195.18,35.55,41.33,354.27,1.91,177.41,173.82,Waving
168.86,196.9,47.9,51.82,354.36,2.07,177.4,174.37,Waving
153.24,200.12,55.37,63.75,354.1,2.22,177.39,174.43,Waving
151.19,198.35,68.75,79.89,354.16,2.39,176.87,174.37,Waving
148.55,206.46,79.03,89.56,354.22,2.48,176.91,173.27,Waving
137.88,209.83,87.12,100.56,354.22,2.57,176.91,173.21,Waving
137.85,218.9,95.9,105.97,354.34,2.35,176.4,173.21,Waving
125.95,235.74,105.57,113.71,354.64,2.3,175.91,173.22,Waving
105.51,249.2,114.65,120.87,354.9,1.96,175.94,173.14,Waving
100.31,253.13,122.85,132.22,355.5,1.86,174.94,172.62,Waving
103.74,245.69,135.32,150.93,355.97,2.08,175.35,171.38,Waving
99.56,249.26,146.66,160.32,356.14,1.6,175.31,171.3,Waving
107.57,252.62,158.52,168.56,356.59,1.0,176.28,171.87,Waving
103.47,254.49,159.58,176.46,356.83,1.02,176.79,172.03,Waving
204.44,63.41,182.03,202.11,354.85,3.11,179.75,166.36,Waving
111.0,248.72,168.25,184.42,354.78,2.77,177.93,169.29,Waving
111.31,237.59,157.62,178.52,357.22,1.06,176.62,171.71,Waving
134.1,216.22,170.26,186.2,357.25,1.28,175.18,172.16,Waving
131.99,231.31,172.5,172.98,356.88,0.98,175.24,173.18,Waving
121.28,234.72,164.72,160.32,356.21,0.93,175.76,174.25,Waving
128.22,230.94,157.57,148.54,355.87,1.09,175.28,174.18,Waving
134.42,222.27,142.44,137.85,356.04,1.41,175.28,174.18,Waving
126.64,221.41,124.97,126.28,356.16,1.71,175.68,174.1,Waving
130.72,217.37,110.52,114.17,355.84,2.12,176.24,174.12,Waving
137.29,210.14,100.03,100.85,355.46,2.14,176.8,174.19,Waving
145.67,206.57,89.56,88.47,354.89,2.18,177.34,174.27,Waving
153.48,201.18,80.23,76.03,354.7,2.29,176.34,173.28,Waving
161.07,192.92,69.02,64.46,354.56,2.36,176.3,173.27,Waving
170.13,183.63,58.8,54.77,354.77,2.25,176.3,172.71,Waving
171.52,182.43,49.97,46.97,355.0,2.39,175.24,172.53,Waving
175.31,183.32,40.79,37.3,355.25,2.36,175.19,172.95,Waving
174.21,185.25,32.32,29.1,354.94,1.75,175.75,174.03,Waving
172.94,185.23,28.52,26.64,355.22,1.67,175.71,173.98,Waving
172.26,185.86,29.13,28.09,355.13,1.72,175.7,173.95,Waving
175.16,185.01,33.66,30.7,355.13,1.51,175.7,174.11,Waving
164.98,194.81,36.93,37.63,355.3,1.74,174.71,173.67,Waving
169.0,192.46,49.16,46.9,355.28,2.13,175.24,172.61,Waving
151.15,204.5,55.37,58.31,355.15,2.18,175.76,172.69,Waving
151.64,205.62,70.03,74.9,355.32,2.36,175.26,172.69,Waving
149.25,212.35,83.38,88.87,355.32,2.68,175.26,172.69,Waving
144.11,201.69,94.18,102.93,354.98,2.56,176.26,172.7,Waving
147.02,220.13,103.85,109.86,355.16,2.26,176.26,172.63,Waving
128.97,234.22,112.35,121.55,355.31,2.09,176.26,173.11,Waving
110.26,241.13,122.03,132.97,355.36,1.76,176.26,173.11,Waving
106.77,236.96,132.6,147.23,355.45,1.21,176.26,174.12,Waving
105.34,237.51,147.22,160.22,356.06,1.12,175.71,173.54,Waving
121.66,264.8,167.99,162.4,355.05,1.82,176.01,171.13,Waving
130.24,258.86,172.13,174.76,357.44,2.31,172.94,174.01,Waving
102.63,255.59,167.25,195.55,356.49,2.24,174.9,173.94,Waving
100.93,256.02,170.31,199.01,355.99,2.15,175.41,174.46,Waving
103.92,260.69,170.5,179.06,358.51,2.22,170.86,173.97,Waving
111.11,247.11,163.84,174.28,358.29,1.11,172.44,173.2,Waving
130.97,254.76,176.92,158.97,357.04,359.95,174.02,174.02,Waving
125.57,251.66,176.61,145.54,356.14,359.01,174.07,175.08,Waving
108.6,243.35,159.74,139.67,355.86,359.9,174.61,173.95,Waving
122.78,234.57,148.96,136.36,356.58,1.12,174.64,172.37,Waving
137.06,226.56,142.03,125.25,356.3,1.41,175.75,172.95,Waving
143.06,227.51,130.08,112.49,356.42,1.5,175.27,174.5,Waving
149.96,216.94,116.64,102.15,355.75,2.01,176.82,173.46,Waving
154.03,207.4,106.23,94.03,355.44,1.83,176.85,174.63,Waving
161.64,202.52,97.5,82.24,355.66,2.06,176.33,174.62,Waving
160.41,196.65,82.76,72.57,355.34,2.1,176.34,174.68,Waving
165.11,191.34,73.36,62.0,355.25,2.19,176.35,174.16,Waving
170.94,185.78,63.43,53.75,354.78,2.32,176.82,173.58,Waving
174.46,197.33,54.83,42.09,355.17,2.32,176.32,173.66,Waving
170.91,194.31,43.17,34.01,355.33,2.34,176.32,173.59,Waving
172.75,189.92,35.81,30.57,355.28,2.4,176.32,173.52,Waving
172.68,187.91,33.58,30.61,355.28,2.2,175.76,174.66,Waving
171.3,189.76,33.5,32.03,355.58,2.2,174.72,174.66,Waving
171.87,195.36,36.17,35.06,355.53,2.01,174.72,174.66,Waving
162.97,196.96,42.26,44.27,355.5,2.23,174.74,174.72,Waving
167.98,208.3,49.39,50.83,355.5,2.43,174.78,173.66,Waving
153.43,211.11,59.4,63.79,355.1,2.19,175.27,174.08,Waving
147.9,211.53,71.2,76.75,355.1,2.16,175.27,174.08,Waving
143.05,217.53,84.74,89.75,355.01,2.22,174.78,173.52,Waving
142.63,221.06,98.68,100.44,355.12,2.3,174.74,172.46,Waving
139.41,231.76,109.24,110.88,355.22,2.23,174.69,172.46,Waving
118.26,238.14,115.21,122.31,355.58,2.06,174.65,172.37,Waving
110.85,240.55,130.32,134.21,355.74,1.51,175.19,173.38,Waving
116.9,235.88,144.15,153.21,356.26,1.2,175.19,173.29,Waving
108.83,230.81,156.35,164.95,356.02,0.71,176.19,173.29,Waving
126.76,246.18,172.51,167.82,356.54,0.27,176.19,172.62,Waving
113.21,250.42,166.59,172.38,357.57,0.65,175.69,172.8,Waving
110.03,230.81,174.22,187.58,354.93,1.55,178.91,171.59,Waving
117.78,251.38,177.75,178.33,355.72,1.51,177.37,171.56,Waving
121.22,243.88,178.26,177.19,355.93,1.86,177.48,171.57,Waving
124.56,231.66,173.26,173.96,355.98,0.91,176.9,171.88,Waving
124.2,228.99,169.07,171.21,355.83,0.29,176.92,172.28,Waving
130.54,228.93,169.71,162.1,355.92,0.29,176.43,171.8,Waving
136.63,232.45,164.7,146.52,355.31,0.77,176.5,171.23,Waving
142.44,222.29,154.09,137.35,355.52,1.3,175.5,170.63,Waving
148.78,218.76,144.71,125.65,355.22,1.38,176.6,171.14,Waving
155.83,214.21,129.5,114.36,355.23,1.67,176.14,171.72,Waving
164.03,205.56,117.69,104.58,354.99,1.81,176.2,171.24,Waving
167.09,200.1,107.67,92.3,354.48,1.6,177.19,172.23,Waving
169.27,195.31,93.76,80.78,354.5,1.99,176.71,171.33,Waving
168.99,187.66,80.24,69.55,354.09,1.87,176.69,172.57,Waving
172.92,186.85,68.54,57.81,354.38,1.96,176.75,172.64,Waving
180.0,188.91,59.57,48.95,354.35,2.24,176.84,171.76,Waving
176.34,185.48,46.78,40.18,354.29,2.26,176.8,172.22,Waving
177.56,183.14,37.34,33.65,354.45,2.3,176.8,172.06,Waving
176.25,182.41,33.19,31.47,354.57,1.9,176.8,172.39,Waving
177.65,186.2,35.01,31.87,354.35,2.08,176.77,171.82,Waving
177.04,192.28,39.02,33.79,354.52,2.08,177.26,171.82,Waving
165.43,192.92,41.57,43.44,354.91,1.88,176.23,172.33,Waving
163.59,196.71,48.48,49.45,355.06,2.06,175.25,172.42,Waving
159.14,197.98,60.93,61.74,355.3,1.87,174.29,171.75,Waving
150.15,202.71,71.95,75.06,354.91,2.02,174.27,171.75,Waving
143.99,210.62,83.62,86.72,354.91,2.13,173.76,172.15,Waving
141.45,213.15,94.47,96.73,354.91,2.08,173.76,172.17,Waving
132.57,221.88,101.7,106.38,355.01,2.0,173.76,172.07,Waving
117.58,235.49,112.77,116.69,355.18,1.92,173.7,171.97,Waving
110.99,242.15,124.47,128.43,355.06,2.11,174.08,171.47,Waving
111.75,247.96,136.91,139.12,355.61,1.79,174.02,171.47,Waving
111.07,239.71,150.95,158.62,355.93,1.82,174.43,171.45,Waving
113.81,243.08,160.59,166.46,356.05,1.11,174.86,172.41,Waving
119.3,240.57,168.05,176.79,356.67,0.78,175.41,172.43,Waving
113.77,245.34,172.21,181.52,357.34,0.61,174.94,172.64,Waving
110.51,245.34,174.73,180.38,357.35,0.12,174.34,172.55,Waving
120.42,245.87,177.7,180.43,357.16,0.13,174.89,172.55,Waving
118.44,241.69,175.18,178.04,357.02,0.13,174.95,172.45,Waving
123.28,230.0,169.99,174.93,357.43,0.27,174.31,172.06,Waving
132.2,226.8,171.55,170.47,357.28,0.24,174.92,172.2,Waving
127.5,223.98,163.17,158.83,356.78,0.6,174.99,171.5,Waving
136.11,222.81,151.85,146.07,356.66,1.08,175.07,172.8,Waving
142.79,216.49,139.4,135.53,356.62,1.41,175.12,171.97,Waving
148.33,212.36,125.89,124.5,356.3,1.65,175.74,172.08,Waving
153.82,213.75,114.35,112.22,356.02,1.91,175.8,172.18,Waving
160.0,203.38,106.39,103.31,356.1,2.2,174.82,172.18,Waving
167.77,192.17,99.64,94.02,355.81,2.05,174.82,172.7,Waving
169.29,192.07,87.95,79.81,355.09,1.81,174.74,173.75,Waving
170.48,187.59,78.46,68.4,354.95,1.52,174.72,174.21,Waving
177.72,183.18,69.89,59.26,354.85,1.56,174.78,174.3,Waving
177.59,186.59,61.96,50.15,354.91,1.83,174.83,173.22,Waving
178.31,186.67,57.81,41.52,354.89,1.92,174.84,173.11,Waving
180.98,182.7,53.32,36.83,354.44,1.38,175.35,173.61,Waving
180.92,185.77,50.44,34.64,354.44,1.19,175.35,173.72,Waving
180.06,184.16,52.1,38.26,354.37,1.01,174.77,173.81,Waving
174.82,192.37,53.45,41.72,354.54,1.41,175.28,173.01,Waving
169.13,193.59,58.12,49.64,354.51,1.45,174.26,171.98,Waving
162.9,194.55,65.77,62.32,354.51,1.48,174.71,172.19,Waving
154.87,198.41,75.14,76.02,353.95,1.44,175.73,172.21,Waving
151.33,198.25,86.15,88.55,354.17,1.83,175.18,171.9,Waving
150.86,200.39,95.18,98.24,354.4,1.74,175.61,171.82,Waving
146.15,210.81,102.3,105.77,354.59,1.86,175.62,172.35,Waving
132.52,227.99,108.66,113.9,354.64,1.99,175.02,171.76,Waving
118.25,228.76,115.7,127.44,354.69,2.02,174.97,170.71,Waving
115.25,244.89,125.73,134.06,355.23,2.07,174.46,170.09,Waving
112.51,242.82,137.53,146.6,355.44,1.75,174.41,170.09,Waving
104.79,243.27,145.48,159.72,355.93,1.53,174.35,170.51,Waving
105.17,248.3,154.44,170.04,356.33,1.07,173.78,170.31,Waving
119.49,250.41,169.74,175.45,356.74,1.04,174.33,169.29,Waving
190.3,61.53,178.49,201.66,358.89,0.99,174.11,168.25,Waving
213.04,90.64,169.6,193.92,358.04,359.2,176.22,175.03,Waving
206.86,87.27,202.22,215.84,356.86,359.78,175.7,178.2,Waving
199.98,176.73,207.7,197.72,357.14,359.97,176.06,178.03,Waving
193.13,240.88,211.81,171.62,357.02,359.9,175.1,176.88,Waving
147.53,239.58,188.95,156.72,356.1,359.51,175.6,176.85,Waving
115.25,232.21,163.41,146.59,356.28,359.84,175.14,176.85,Waving
132.86,216.98,155.26,142.26,356.54,0.32,174.0,177.36,Waving
134.83,211.41,139.6,132.68,357.12,0.69,173.5,176.28,Waving
140.29,209.84,128.02,122.62,356.65,0.96,174.0,176.24,Waving
154.63,203.61,116.84,111.6,356.5,1.43,175.09,175.61,Waving
154.96,199.4,106.21,100.2,355.85,1.28,175.64,175.03,Waving
160.74,199.39,97.94,87.32,355.76,1.65,175.71,174.67,Waving
164.64,191.84,87.02,77.87,355.91,1.9,174.7,173.58,Waving
166.93,190.82,76.17,65.01,356.06,2.55,173.77,173.12,Waving
172.87,184.62,66.69,57.85,356.09,3.27,173.82,171.55,Waving
179.08,187.39,59.45,46.88,355.99,2.77,174.32,172.06,Waving
178.85,183.37,54.12,39.26,356.16,2.88,174.36,171.55,Waving
179.2,183.63,47.88,35.17,356.09,2.76,173.86,171.47,Waving
178.76,182.46,44.51,35.6,355.92,3.03,174.82,170.89,Waving
176.38,182.8,44.67,37.86,356.03,3.06,174.31,170.98,Waving
174.59,191.09,47.3,39.39,355.65,3.0,174.76,170.97,Waving
167.84,191.63,50.51,47.66,356.32,3.02,172.17,169.95,Waving
167.64,189.29,58.02,53.8,356.14,2.94,171.51,169.95,Waving
155.61,197.08,63.4,63.32,355.77,3.25,171.94,168.9,Waving
148.61,203.72,74.56,74.05,355.03,2.01,171.8,170.4,Waving
147.53,209.42,87.14,84.5,354.81,1.72,172.92,172.61,Waving
144.19,207.95,96.61,97.46,354.87,2.39,173.52,172.1,Waving
137.35,214.18,105.52,104.66,355.33,2.21,172.59,172.18,Waving
125.95,229.69,111.48,113.25,355.47,2.35,173.62,171.13,Waving
112.91,243.43,121.54,122.5,355.89,2.51,172.53,171.09,Waving
114.14,242.95,133.38,135.03,356.05,2.01,172.53,172.14,Waving
118.51,241.68,146.53,148.08,356.2,1.72,172.53,172.22,Waving
114.77,237.3,160.42,158.94,355.99,1.24,173.57,172.22,Waving
116.42,247.83,166.57,167.13,356.44,0.93,174.06,172.22,Waving
123.26,248.26,172.17,167.98,357.42,0.87,173.46,171.69,Waving
121.95,251.32,174.4,170.65,357.74,0.92,173.46,171.19,Waving
229.7,111.76,177.55,188.26,358.45,0.56,176.79,168.21,Waving
158.62,169.52,180.23,183.41,358.73,0.47,174.82,170.82,Waving
192.77,188.33,202.05,185.54,358.38,0.92,173.42,171.61,Waving
162.56,221.33,192.43,168.72,357.5,0.27,172.86,172.45,Waving
123.3,235.03,169.25,157.25,357.21,0.79,172.91,172.52,Waving
117.92,235.57,156.08,144.43,357.18,1.12,172.37,172.59,Waving
125.14,227.49,144.31,137.4,357.2,1.81,172.97,172.08,Waving
130.1,225.43,133.82,126.77,357.05,1.71,172.97,172.59,Waving
135.27,216.36,120.69,116.43,356.71,1.99,173.45,172.59,Waving
149.4,214.0,110.95,104.31,356.6,2.04,173.42,173.04,Waving
153.03,209.15,104.32,95.89,355.98,2.2,173.44,173.12,Waving
164.16,209.12,99.8,86.07,355.84,2.0,173.49,174.29,Waving
165.38,200.09,91.46,79.47,355.43,2.11,173.6,174.34,Waving
168.15,190.46,82.88,72.8,355.25,2.24,173.7,173.94,Waving
169.84,189.97,74.72,63.66,354.75,2.47,174.82,174.06,Waving
171.1,187.41,67.1,57.32,355.06,2.57,173.81,173.51,Waving
173.72,188.61,61.14,51.94,354.97,2.61,173.82,173.51,Waving
178.72,185.85,55.4,46.41,355.69,2.67,173.29,172.94,Waving
181.79,183.33,52.26,43.61,355.55,2.51,173.77,172.33,Waving
181.74,184.54,52.84,44.16,355.33,2.54,174.79,172.33,Waving
180.38,188.15,54.07,45.77,355.33,2.54,174.74,172.33,Waving
168.07,190.96,55.22,51.63,355.38,2.72,174.74,172.33,Waving
165.89,192.05,61.23,56.42,355.02,2.78,174.79,172.48,Waving
158.98,198.84,66.81,63.84,354.87,2.79,174.83,172.48,Waving
146.17,204.32,71.61,74.86,355.09,2.6,173.82,172.41,Waving
145.27,203.31,80.46,83.1,354.92,2.52,173.82,172.41,Waving
138.96,210.4,88.19,90.15,354.55,2.26,173.79,172.9,Waving
133.48,212.81,94.17,99.6,355.03,2.58,173.28,172.33,Waving
132.21,226.48,103.1,107.63,355.03,2.25,172.77,172.31,Waving
119.39,236.82,106.23,113.8,355.58,1.85,171.69,173.22,Waving
107.73,249.57,115.42,119.36,355.68,1.85,171.63,172.63,Waving
104.04,254.87,121.51,126.74,356.1,1.66,171.04,172.63,Waving
113.09,252.62,136.35,136.01,355.91,1.23,171.55,172.55,Waving
112.22,246.17,144.27,150.43,356.39,1.25,171.48,172.47,Waving
108.67,249.03,152.16,154.86,356.42,1.08,172.0,173.04,Waving
114.54,249.61,163.27,163.19,356.91,0.77,173.13,173.11,Waving
118.29,253.09,167.38,164.94,357.22,1.17,173.13,172.74,Waving
123.01,251.89,171.57,163.59,357.57,1.02,171.58,172.74,Waving
120.29,250.64,169.67,164.59,357.77,1.25,171.03,172.15,Waving
117.33,252.61,168.98,162.27,357.6,1.1,170.5,172.23,Waving
118.96,241.77,167.63,160.94,357.07,1.09,171.05,171.68,Waving
119.9,237.14,164.05,158.23,357.1,1.09,171.51,171.68,Waving
113.02,239.91,157.18,147.11,356.94,1.28,171.51,170.62,Waving
123.75,233.39,152.34,140.42,356.65,1.6,171.51,170.62,Waving
138.67,226.79,145.56,131.38,356.94,1.72,171.02,170.62,Waving
138.95,222.25,135.06,124.57,356.63,2.14,171.97,171.09,Waving
142.78,217.32,122.13,115.54,356.11,2.42,172.96,171.09,Waving
154.14,210.54,114.08,108.68,355.95,2.73,172.96,171.09,Waving
157.88,202.16,106.23,101.09,355.61,2.69,174.05,171.6,Waving
165.39,199.91,99.55,89.65,355.41,2.54,174.05,171.6,Waving
170.74,194.24,91.68,81.4,355.13,2.63,174.11,171.76,Waving
169.83,190.44,81.06,71.67,355.38,2.69,173.61,171.83,Waving
177.69,190.44,73.74,63.34,355.28,2.71,173.61,171.83,Waving
173.66,186.62,65.76,56.59,355.22,2.78,173.61,171.3,Waving
171.94,186.75,59.09,50.51,355.44,2.66,172.58,171.3,Waving
175.81,189.29,53.65,44.3,355.53,2.66,172.54,171.77,Waving
173.76,189.09,47.16,41.46,355.8,2.7,172.54,171.77,Waving
174.38,187.31,45.26,41.62,355.72,2.58,172.55,171.77,Waving
174.03,187.66,46.21,43.29,355.75,2.61,172.59,171.23,Waving
169.23,193.36,46.85,46.65,355.91,2.34,173.13,172.41,Waving
164.54,195.29,51.37,51.84,355.87,2.76,173.18,171.91,Waving
161.48,201.93,58.18,57.84,355.6,2.57,174.07,173.01,Waving
145.32,203.39,63.94,67.51,355.35,2.32,174.12,173.07,Waving
145.93,202.3,72.69,78.13,355.4,2.34,174.07,172.48,Waving
139.66,208.9,82.91,85.19,355.28,1.91,174.1,172.9,Waving
137.61,209.51,90.84,95.16,355.28,2.04,174.1,172.91,Waving
136.47,217.58,98.73,103.65,355.34,2.41,174.1,172.33,Waving
128.17,231.48,106.55,109.62,355.65,2.3,174.15,172.33,Waving
116.26,242.04,112.94,119.48,355.79,2.27,174.1,172.33,Waving
110.71,243.16,123.91,129.81,355.95,2.48,174.1,171.75,Waving
113.32,246.49,135.69,138.01,356.0,2.13,174.06,171.75,Waving
113.23,242.78,146.45,152.39,356.16,2.14,174.06,171.68,Waving
111.01,239.46,155.15,162.43,356.67,1.66,173.57,171.68,Waving
111.88,247.4,161.83,166.62,356.99,1.5,173.08,171.68,Waving
115.51,245.38,166.64,168.24,357.13,1.19,174.11,171.61,Waving
122.21,247.42,170.63,166.45,357.18,1.09,174.62,171.73,Waving
119.57,250.96,168.04,165.11,356.57,1.91,174.45,171.33,Waving
123.85,251.41,169.16,163.53,356.82,2.07,173.42,171.36,Waving
120.51,242.43,166.89,159.13,357.31,1.48,173.53,172.34,Waving
129.56,236.65,170.64,157.73,356.58,1.26,174.56,172.83,Waving
116.34,233.66,161.14,144.42,356.45,1.42,173.52,172.83,Waving
126.74,226.83,154.39,137.33,356.63,1.51,173.62,173.33,Waving
138.63,222.58,143.7,130.44,356.36,1.97,174.1,173.27,Waving
141.82,221.88,133.16,120.25,356.24,1.71,174.1,173.29,Waving
141.04,215.87,121.49,113.79,356.15,1.99,173.61,173.84,Waving
156.2,206.05,114.67,104.8,356.11,2.38,173.61,172.77,Waving
155.83,198.1,108.0,98.16,355.83,2.54,173.65,172.28,Waving
164.05,196.25,101.31,86.81,355.6,2.46,173.66,172.29,Waving
172.2,192.02,94.65,81.13,355.48,2.46,174.2,172.81,Waving
166.37,190.86,82.07,70.71,355.38,2.76,174.24,171.83,Waving
171.61,191.62,75.97,61.57,355.08,2.4,174.2,172.33,Waving
